issue_id	source_packet	assistant_label	first_pass_label	first_pass_confidence	first_pass_evidence_span	first_pass_notes	selection_score	selection_reason	audit_bucket	audit_score	priority_score	original_assistant_label	suggested_label	silver_label	heuristic_label	tfidf_label	modernbert_label	mpnet_label	issue_ledger_label	structured_label	assistant_evidence_span	assistant_notes
My7lkRNnL9__r01	ICLR 2024 v1	unresolved	unresolved	4	Authors acknowledge the theory remains limited to one-hidden-layer networks and only add discussion plus extra empirical clarifications.	User-reviewed standard human-validation signoff on 2026-04-26; source=human-reviewed AI-assisted signoff packet. Reviewed assistant note: The core concern about shallow theory not matching deeper-network experiments remains.	38.860	label=unresolved; bucket=minority_unresolved; disagreement=3; audit_score=24.620	minority_unresolved	24.620	6.200	unresolved	unresolved		regressed	partially_fixed	fixed	fixed	unresolved	partially_fixed	Authors acknowledge the theory remains limited to one-hidden-layer networks and only add discussion plus extra empirical clarifications.	The core concern about shallow theory not matching deeper-network experiments remains.
sLQb8q0sUi__r02	ICLR 2024 v1	unresolved	unresolved	4	Context fallback from aligned response context: ## Reply to Weakness 2 Thank you for your feedback regarding the technical novelty of our learning-based basis selection approach. We understand your concerns and appreciate the opportunity to emphasize our contributions: - We addressed an important problem rarely explored in the literature, that is, how to fairly value the contributions of different...	User-reviewed standard human-validation signoff on 2026-04-26; source=human-reviewed AI-assisted signoff packet. Reviewed assistant note: expanded experiments do not resolve the writing and notation concerns in the review	38.860	label=unresolved; bucket=minority_unresolved; disagreement=3; audit_score=24.620	minority_unresolved	24.620	6.200	unresolved	partially_fixed		regressed	partially_fixed	fixed	partially_fixed	unresolved	partially_fixed		expanded experiments do not resolve the writing and notation concerns in the review
BRZYhVHvSg__r02	NeurIPS 2024 limit100 v1	partially_fixed	partially_fixed	3	"# Response to Reviewer XQou We are grateful for your review and positive feedback. We will address each of the weaknesses and questions raised (in a combined way) in detail below. We will be happy to answer any further question. ## Q1. ""Can you provide more details on the computational requirements of the proposed algorithm? Specifically, how does its performance scale with increasing dimensionality and size of the..."	User-confirmed single-pass standard validation; User confirmed NeurIPS resolved candidate on 2026-04-28. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: downgrade_regressed. Resolution reason: Draft regressed lacks strict same-axis negative-change evidence; use conservative non-regression label.	38.650	label=partially_fixed; bucket=minority_regressed; disagreement=2; audit_score=26.550	minority_regressed	26.550	15.500	regressed	regressed			partially_fixed	fixed	regressed	partially_fixed	fixed		"{""frontier"": ""multi_model"", ""anchor"": ""structured"", ""disagreement_models"": [""issue_ledger"", ""mpnet"", ""tfidf""], ""majority_label"": ""fixed"", ""risk_labels"": [""regressed""], ""all_labels"": {""structured"": ""fixed"", ""tfidf"": ""partially_fixed"", ""modernbert"": ""fixed"", ""mpnet"": ""regressed"", ""issue_ledger"": ""partially_fixed""}}"
BRZYhVHvSg__r03	NeurIPS 2024 limit100 v1	partially_fixed	partially_fixed	3	"# Response to Reviewer XQou We are grateful for your review and positive feedback. We will address each of the weaknesses and questions raised (in a combined way) in detail below. We will be happy to answer any further question. ## Q1. ""Can you provide more details on the computational requirements of the proposed algorithm? Specifically, how does its performance scale with increasing dimensionality and size of the..."	User-confirmed single-pass standard validation; User confirmed NeurIPS resolved candidate on 2026-04-28. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: downgrade_regressed. Resolution reason: Draft regressed lacks strict same-axis negative-change evidence; use conservative non-regression label.	38.650	label=partially_fixed; bucket=minority_regressed; disagreement=2; audit_score=26.550	minority_regressed	26.550	15.500	regressed	regressed			partially_fixed	fixed	regressed	partially_fixed	fixed		"{""frontier"": ""multi_model"", ""anchor"": ""structured"", ""disagreement_models"": [""issue_ledger"", ""mpnet"", ""tfidf""], ""majority_label"": ""fixed"", ""risk_labels"": [""regressed""], ""all_labels"": {""structured"": ""fixed"", ""tfidf"": ""partially_fixed"", ""modernbert"": ""fixed"", ""mpnet"": ""regressed"", ""issue_ledger"": ""partially_fixed""}}"
DAO2BFzMfy__r04	NeurIPS 2024 limit100 v1	partially_fixed	partially_fixed	3	**“The overall idea of this paper is more similar to [1]...I suggest the authors could discuss more about the differences between this paper and [1].”** Although these two papers share the use of PCA and the application to personalization, there are fundamental differences. Many works have found subspaces in the *input space*, such as text embeddings [1], to produce meaningful linear interpolations. But as you point...	User-confirmed single-pass standard validation; User confirmed NeurIPS resolved candidate on 2026-04-28. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: downgrade_regressed. Resolution reason: Draft regressed lacks strict same-axis negative-change evidence; use conservative non-regression label.	38.650	label=partially_fixed; bucket=minority_regressed; disagreement=2; audit_score=26.550	minority_regressed	26.550	15.500	regressed	regressed			partially_fixed	fixed	regressed	partially_fixed	fixed		"{""frontier"": ""multi_model"", ""anchor"": ""structured"", ""disagreement_models"": [""issue_ledger"", ""mpnet"", ""tfidf""], ""majority_label"": ""fixed"", ""risk_labels"": [""regressed""], ""all_labels"": {""structured"": ""fixed"", ""tfidf"": ""partially_fixed"", ""modernbert"": ""fixed"", ""mpnet"": ""regressed"", ""issue_ledger"": ""partially_fixed""}}"
eHzIwAhj06__r03	NeurIPS 2024 limit100 v1	partially_fixed	partially_fixed	3	We graciously thank Reviewer E5Mf for their insightful comments and questions. We appreciate that the reviewer recognizes our comprehensive experiments which challenge existing notions in the literature and leverage previously unknown nuances to improve model performance. Below, we provide responses to each of the reviewer’s points, combining weaknesses and questions as appropriate. ## Weakness 1, Question 3 We...	User-confirmed single-pass standard validation; User confirmed NeurIPS resolved candidate on 2026-04-28. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: downgrade_regressed. Resolution reason: Draft regressed lacks strict same-axis negative-change evidence; use conservative non-regression label.	38.650	label=partially_fixed; bucket=minority_regressed; disagreement=2; audit_score=26.550	minority_regressed	26.550	15.500	regressed	regressed			partially_fixed	fixed	regressed	regressed	fixed		"{""frontier"": ""multi_model"", ""anchor"": ""structured"", ""disagreement_models"": [""issue_ledger"", ""mpnet"", ""tfidf""], ""majority_label"": ""fixed"", ""risk_labels"": [""regressed""], ""all_labels"": {""structured"": ""fixed"", ""tfidf"": ""partially_fixed"", ""modernbert"": ""fixed"", ""mpnet"": ""regressed"", ""issue_ledger"": ""regressed""}}"
1qP3lsatCR__r01	ICLR 2025 expanded80 v1	unresolved	unresolved	4	Thank you for your acknowledgment and insightful comments. Your feedback is extremely helpful, and we are committed to addressing each question you have raised. **** ### Weakness 1: Notations and problem formulation hard to follow. To address the reviewer's concern, in the revised manuscript, we have added a figure (Figure 3 on page 4) to present the overview of Section 3, which briefly includes the problem...	"User-confirmed standard expanded80 validation on 2026-04-26; source=user-reviewed expanded80 assistant-adjudication draft; not an independent two-annotator IAA pass. Evidence source: aligned_response_excerpt. Source adjudication note: {""audit_bucket"": ""minority_unresolved"", ""evidence_source"": ""aligned_response_excerpt"", ""model_labels"": {""issue_ledger"": ""unresolved"", ""modernbert"": ""fixed"", ""mpnet"": ""unresolved"", ""structured"": ""fixed"", ""tfidf"": ""partially_fixed""}, ""not_human_validated"": true, ""provenance"": ""provisional_assistant_adjudication_from_expanded80_frontier"", ""suggested_label"": ""unresolved""}"	38.010	label=unresolved; bucket=minority_unresolved; disagreement=2; audit_score=23.670	minority_unresolved	23.670	16.700	unresolved	unresolved			partially_fixed	fixed	unresolved	unresolved	fixed		"{""frontier"": ""multi_model"", ""anchor"": ""structured"", ""disagreement_models"": [""issue_ledger"", ""mpnet"", ""tfidf""], ""majority_label"": ""fixed"", ""risk_labels"": [""unresolved""], ""all_labels"": {""structured"": ""fixed"", ""tfidf"": ""partially_fixed"", ""modernbert"": ""fixed"", ""mpnet"": ""unresolved"", ""issue_ledger"": ""unresolved""}}"
DTqx3iqjkz__r02	ICLR 2025 expanded80 v1	unresolved	unresolved	4	**Q3. Regarding the definition of task similarity** - To the best of our knowledge, there is no single widely accepted definition of task similarity. In the well-studied continual linear **regression** setting, various notions of task similarity have been proposed by several previous works (Doan et al., 2021; Evron et al., 2022; Lin et al., 2023). The task similarity is of great interest in this line of work because...	"User-confirmed standard expanded80 validation on 2026-04-26; source=user-reviewed expanded80 assistant-adjudication draft; not an independent two-annotator IAA pass. Evidence source: aligned_response_excerpt. Source adjudication note: {""audit_bucket"": ""minority_unresolved"", ""evidence_source"": ""aligned_response_excerpt"", ""model_labels"": {""issue_ledger"": ""unresolved"", ""modernbert"": ""unresolved"", ""mpnet"": ""fixed"", ""structured"": ""fixed"", ""tfidf"": ""partially_fixed""}, ""not_human_validated"": true, ""provenance"": ""provisional_assistant_adjudication_from_expanded80_frontier"", ""suggested_label"": ""unresolved""}"	38.010	label=unresolved; bucket=minority_unresolved; disagreement=2; audit_score=23.670	minority_unresolved	23.670	16.700	unresolved	unresolved			partially_fixed	unresolved	fixed	unresolved	fixed		"{""frontier"": ""multi_model"", ""anchor"": ""structured"", ""disagreement_models"": [""issue_ledger"", ""modernbert"", ""tfidf""], ""majority_label"": ""fixed"", ""risk_labels"": [""unresolved""], ""all_labels"": {""structured"": ""fixed"", ""tfidf"": ""partially_fixed"", ""modernbert"": ""unresolved"", ""mpnet"": ""fixed"", ""issue_ledger"": ""unresolved""}}"
YO6GVPUrKN__r03	NeurIPS 2024 limit100 v1	unresolved	unresolved	3	We thank this reviewer for the careful review provided. We are very happy to see that they also appreciated the importance of evaluating existing work to “build upon solid foundations”. We would like to begin by addressing the weaknesses they identify. 1. **Discrepancy between our correlation coefficients and those in Dupuis et al. \[2023\]**: We appreciate the reviewer's observation, which prompted us to revise the...	User-confirmed single-pass standard validation; User confirmed NeurIPS resolved candidate on 2026-04-28. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: keep. Resolution reason: Draft label has sufficient support for review-stage use.	38.010	label=unresolved; bucket=minority_unresolved; disagreement=2; audit_score=23.670	minority_unresolved	23.670	16.700	unresolved	unresolved			partially_fixed	unresolved	fixed	unresolved	fixed		"{""frontier"": ""multi_model"", ""anchor"": ""structured"", ""disagreement_models"": [""issue_ledger"", ""modernbert"", ""tfidf""], ""majority_label"": ""fixed"", ""risk_labels"": [""unresolved""], ""all_labels"": {""structured"": ""fixed"", ""tfidf"": ""partially_fixed"", ""modernbert"": ""unresolved"", ""mpnet"": ""fixed"", ""issue_ledger"": ""unresolved""}}"
YO6GVPUrKN__r04	NeurIPS 2024 limit100 v1	unresolved	unresolved	3	We thank this referee for their careful, detailed feedback. We are pleased to see that they found our experiments “conducted with high quality”, the results “insightful”, “useful” and “relevant” to the community, and that they appreciated our discussion on limitations as a “role-model” on how these should be discussed. We now address the weaknesses identified. **W1. Readability.** We acknowledge that our study...	User-confirmed single-pass standard validation; User confirmed NeurIPS resolved candidate on 2026-04-28. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: keep. Resolution reason: Draft label has sufficient support for review-stage use.	38.010	label=unresolved; bucket=minority_unresolved; disagreement=2; audit_score=23.670	minority_unresolved	23.670	16.700	unresolved	unresolved			partially_fixed	unresolved	fixed	unresolved	fixed		"{""frontier"": ""multi_model"", ""anchor"": ""structured"", ""disagreement_models"": [""issue_ledger"", ""modernbert"", ""tfidf""], ""majority_label"": ""fixed"", ""risk_labels"": [""unresolved""], ""all_labels"": {""structured"": ""fixed"", ""tfidf"": ""partially_fixed"", ""modernbert"": ""unresolved"", ""mpnet"": ""fixed"", ""issue_ledger"": ""unresolved""}}"
dgR6i4TSng__r02	ICLR 2025 expanded80 v1	unresolved	unresolved	4	> Q4. How does Eq. 4 work? Eq. 4 demonstrates recursive cosine-sine decomposition (CSD) to construct a unitary matrix of arbitrary size by using multiple unitary matrices of smaller size. Tensor decomposition used in, e.g., QuanTA [4], is not readily compatible to arbitrary size of tensor. CSD overcomes this restriction. For example with $N=257=2^8+2^0$, CSD gives a way to use unitary representation with...	"User-confirmed standard expanded80 validation on 2026-04-26; source=user-reviewed expanded80 assistant-adjudication draft; not an independent two-annotator IAA pass. Evidence source: aligned_response_excerpt. Source adjudication note: {""audit_bucket"": ""minority_unresolved"", ""evidence_source"": ""aligned_response_excerpt"", ""model_labels"": {""issue_ledger"": ""unresolved"", ""modernbert"": ""fixed"", ""mpnet"": ""unresolved"", ""structured"": ""fixed"", ""tfidf"": ""partially_fixed""}, ""not_human_validated"": true, ""provenance"": ""provisional_assistant_adjudication_from_expanded80_frontier"", ""suggested_label"": ""unresolved""}"	38.010	label=unresolved; bucket=minority_unresolved; disagreement=2; audit_score=23.670	minority_unresolved	23.670	16.700	unresolved	unresolved			partially_fixed	fixed	unresolved	unresolved	fixed		"{""frontier"": ""multi_model"", ""anchor"": ""structured"", ""disagreement_models"": [""issue_ledger"", ""mpnet"", ""tfidf""], ""majority_label"": ""fixed"", ""risk_labels"": [""unresolved""], ""all_labels"": {""structured"": ""fixed"", ""tfidf"": ""partially_fixed"", ""modernbert"": ""fixed"", ""mpnet"": ""unresolved"", ""issue_ledger"": ""unresolved""}}"
nNiWRRj6r9__r04	ICLR 2025 expanded80 v1	unresolved	unresolved	4	We thank you for your valuable time and feedback. Here are our responses to your concerns. 1. **While the theoretical competitive ratios are well-established, there is little discussion on the real-world computational cost. Does the approach become impractical under frequent updates, and if so, what modifications could reduce the computational load?** **Response:** Since our paper largely focused on the online...	"User-confirmed standard expanded80 validation on 2026-04-26; source=user-reviewed expanded80 assistant-adjudication draft; not an independent two-annotator IAA pass. Evidence source: aligned_response_excerpt. Source adjudication note: {""audit_bucket"": ""minority_unresolved"", ""evidence_source"": ""aligned_response_excerpt"", ""model_labels"": {""issue_ledger"": ""unresolved"", ""modernbert"": ""partially_fixed"", ""mpnet"": ""unresolved"", ""structured"": ""partially_fixed"", ""tfidf"": ""fixed""}, ""not_human_validated"": true, ""provenance"": ""provisional_assistant_adjudication_from_expanded80_frontier"", ""suggested_label"": ""unresolved""}"	38.010	label=unresolved; bucket=minority_unresolved; disagreement=2; audit_score=23.670	minority_unresolved	23.670	16.700	unresolved	unresolved			fixed	partially_fixed	unresolved	unresolved	partially_fixed		"{""frontier"": ""multi_model"", ""anchor"": ""structured"", ""disagreement_models"": [""issue_ledger"", ""mpnet"", ""tfidf""], ""majority_label"": ""partially_fixed"", ""risk_labels"": [""unresolved""], ""all_labels"": {""structured"": ""partially_fixed"", ""tfidf"": ""fixed"", ""modernbert"": ""partially_fixed"", ""mpnet"": ""unresolved"", ""issue_ledger"": ""unresolved""}}"
owuEcT6BTl__r01	NeurIPS 2024 limit100 v1	unresolved	unresolved	3	Dear reviewer cQgr, We thank the reviewer for their detailed feedback. We are excited that you found our work provides a novel lens for analyzing learning dynamics of diffusion models, yielding claims that are interesting, clear, and well-backed. In response, we have added:\ (i) A major experiment on CelebA generalizing our findings to more realistic data, Fig. R1\ (ii) A test on Stable Diffusion v2.1(SD), Fig R2b\...	User-confirmed single-pass standard validation; User confirmed NeurIPS resolved candidate on 2026-04-28. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: keep. Resolution reason: Draft label has sufficient support for review-stage use.	38.010	label=unresolved; bucket=minority_unresolved; disagreement=2; audit_score=23.670	minority_unresolved	23.670	16.700	unresolved	unresolved			partially_fixed	fixed	unresolved	unresolved	fixed		"{""frontier"": ""multi_model"", ""anchor"": ""structured"", ""disagreement_models"": [""issue_ledger"", ""mpnet"", ""tfidf""], ""majority_label"": ""fixed"", ""risk_labels"": [""unresolved""], ""all_labels"": {""structured"": ""fixed"", ""tfidf"": ""partially_fixed"", ""modernbert"": ""fixed"", ""mpnet"": ""unresolved"", ""issue_ledger"": ""unresolved""}}"
owuEcT6BTl__r04	NeurIPS 2024 limit100 v1	unresolved	unresolved	3	Dear reviewer o8es, Thank you so much for thoroughly understanding, and positively evaluating our work. We are glad to hear that you enjoyed our work, and found all of our three main findings to be “quite novel and could provide many insights to the community”. We thank you also for your very insightful and actionable suggestions to robustify our claims. In response to your thoughtful suggestions, we addressed your...	User-confirmed single-pass standard validation; User confirmed NeurIPS resolved candidate on 2026-04-28. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: keep. Resolution reason: Draft label has sufficient support for review-stage use.	38.010	label=unresolved; bucket=minority_unresolved; disagreement=2; audit_score=23.670	minority_unresolved	23.670	16.700	unresolved	unresolved			partially_fixed	fixed	unresolved	unresolved	fixed		"{""frontier"": ""multi_model"", ""anchor"": ""structured"", ""disagreement_models"": [""issue_ledger"", ""mpnet"", ""tfidf""], ""majority_label"": ""fixed"", ""risk_labels"": [""unresolved""], ""all_labels"": {""structured"": ""fixed"", ""tfidf"": ""partially_fixed"", ""modernbert"": ""fixed"", ""mpnet"": ""unresolved"", ""issue_ledger"": ""unresolved""}}"
rpwGUtTeA5__r04	ICLR 2025 expanded80 v1	unresolved	unresolved	4	Dear Reviewer 8LCX, we sincerely thank you for your valuable feedback on our submission. Below is our responses to the concerns you raised. We have incorporated these contents into the updated version of our paper, which we believe will help enhance the quality of our submission. **Since this page cannot display images, we have provided a PDF version via an anonymous link for a clearer and more complete presentation...	"User-confirmed standard expanded80 validation on 2026-04-26; source=user-reviewed expanded80 assistant-adjudication draft; not an independent two-annotator IAA pass. Evidence source: aligned_response_excerpt. Source adjudication note: {""audit_bucket"": ""minority_unresolved"", ""evidence_source"": ""aligned_response_excerpt"", ""model_labels"": {""issue_ledger"": ""unresolved"", ""modernbert"": ""unresolved"", ""mpnet"": ""fixed"", ""structured"": ""fixed"", ""tfidf"": ""partially_fixed""}, ""not_human_validated"": true, ""provenance"": ""provisional_assistant_adjudication_from_expanded80_frontier"", ""suggested_label"": ""unresolved""}"	38.010	label=unresolved; bucket=minority_unresolved; disagreement=2; audit_score=23.670	minority_unresolved	23.670	16.700	unresolved	unresolved			partially_fixed	unresolved	fixed	unresolved	fixed		"{""frontier"": ""multi_model"", ""anchor"": ""structured"", ""disagreement_models"": [""issue_ledger"", ""modernbert"", ""tfidf""], ""majority_label"": ""fixed"", ""risk_labels"": [""unresolved""], ""all_labels"": {""structured"": ""fixed"", ""tfidf"": ""partially_fixed"", ""modernbert"": ""unresolved"", ""mpnet"": ""fixed"", ""issue_ledger"": ""unresolved""}}"
tNn6Hskmti__r02	ICLR 2025 expanded80 v1	unresolved	unresolved	4	We sincerely thank the reviewer for their time and effort. We address the reviewer's concerns regarding weaknesses and questions below. > The primary weakness lies in Assumption (A.3), which requires all Gaussian components in the Gaussian mixture model to be zero-centered. In my view, such a Gaussian mixture model does not introduce significant challenges, thus providing limited theoretical advancement in...	"User-confirmed standard expanded80 validation on 2026-04-26; source=user-reviewed expanded80 assistant-adjudication draft; not an independent two-annotator IAA pass. Evidence source: aligned_response_excerpt. Source adjudication note: {""audit_bucket"": ""minority_unresolved"", ""evidence_source"": ""aligned_response_excerpt"", ""model_labels"": {""issue_ledger"": ""unresolved"", ""modernbert"": ""fixed"", ""mpnet"": ""unresolved"", ""structured"": ""fixed"", ""tfidf"": ""partially_fixed""}, ""not_human_validated"": true, ""provenance"": ""provisional_assistant_adjudication_from_expanded80_frontier"", ""suggested_label"": ""unresolved""}"	38.010	label=unresolved; bucket=minority_unresolved; disagreement=2; audit_score=23.670	minority_unresolved	23.670	16.700	unresolved	unresolved			partially_fixed	fixed	unresolved	unresolved	fixed		"{""frontier"": ""multi_model"", ""anchor"": ""structured"", ""disagreement_models"": [""issue_ledger"", ""mpnet"", ""tfidf""], ""majority_label"": ""fixed"", ""risk_labels"": [""unresolved""], ""all_labels"": {""structured"": ""fixed"", ""tfidf"": ""partially_fixed"", ""modernbert"": ""fixed"", ""mpnet"": ""unresolved"", ""issue_ledger"": ""unresolved""}}"
tNn6Hskmti__r03	ICLR 2025 expanded80 v1	unresolved	unresolved	4	Thank you for your constructive feedback regarding the manuscript's engagement with the related literature. We appreciate your acknowledgment of our situating of the work within the broader context of recent studies on two-layer neural networks and Gaussian mixtures. However, we recognize that a more detailed comparison with prior technical results may strengthen our presentation. > The main weakness is the lack of...	"User-confirmed standard expanded80 validation on 2026-04-26; source=user-reviewed expanded80 assistant-adjudication draft; not an independent two-annotator IAA pass. Evidence source: aligned_response_excerpt. Source adjudication note: {""audit_bucket"": ""minority_unresolved"", ""evidence_source"": ""aligned_response_excerpt"", ""model_labels"": {""issue_ledger"": ""unresolved"", ""modernbert"": ""fixed"", ""mpnet"": ""unresolved"", ""structured"": ""fixed"", ""tfidf"": ""partially_fixed""}, ""not_human_validated"": true, ""provenance"": ""provisional_assistant_adjudication_from_expanded80_frontier"", ""suggested_label"": ""unresolved""}"	38.010	label=unresolved; bucket=minority_unresolved; disagreement=2; audit_score=23.670	minority_unresolved	23.670	16.700	unresolved	unresolved			partially_fixed	fixed	unresolved	unresolved	fixed		"{""frontier"": ""multi_model"", ""anchor"": ""structured"", ""disagreement_models"": [""issue_ledger"", ""mpnet"", ""tfidf""], ""majority_label"": ""fixed"", ""risk_labels"": [""unresolved""], ""all_labels"": {""structured"": ""fixed"", ""tfidf"": ""partially_fixed"", ""modernbert"": ""fixed"", ""mpnet"": ""unresolved"", ""issue_ledger"": ""unresolved""}}"
nNiWRRj6r9__r02	ICLR 2025 expanded80 v1	unresolved	unresolved	4	We thank the reviewer for their valuable feedback and comments, which helped us improve the quality of the manuscript. Here are our responses to your concerns. - **Can the authors extend their algorithms to work efficiently in higher dimensions, and if so, what are the expected challenges and potential solutions?** **Response:** We would like to highlight a prospective challenge for extending the theoretical...	"User-confirmed standard expanded80 validation on 2026-04-26; source=user-reviewed expanded80 assistant-adjudication draft; not an independent two-annotator IAA pass. Evidence source: aligned_response_excerpt. Source adjudication note: {""audit_bucket"": ""minority_unresolved"", ""evidence_source"": ""aligned_response_excerpt"", ""model_labels"": {""issue_ledger"": ""unresolved"", ""modernbert"": ""partially_fixed"", ""mpnet"": ""unresolved"", ""structured"": ""partially_fixed"", ""tfidf"": ""fixed""}, ""not_human_validated"": true, ""provenance"": ""provisional_assistant_adjudication_from_expanded80_frontier"", ""suggested_label"": ""unresolved""}"	37.992	label=unresolved; bucket=minority_unresolved; disagreement=2; audit_score=23.664	minority_unresolved	23.664	16.642	unresolved	unresolved			fixed	partially_fixed	unresolved	unresolved	partially_fixed		"{""frontier"": ""multi_model"", ""anchor"": ""structured"", ""disagreement_models"": [""issue_ledger"", ""mpnet"", ""tfidf""], ""majority_label"": ""partially_fixed"", ""risk_labels"": [""unresolved""], ""all_labels"": {""structured"": ""partially_fixed"", ""tfidf"": ""fixed"", ""modernbert"": ""partially_fixed"", ""mpnet"": ""unresolved"", ""issue_ledger"": ""unresolved""}}"
JO6T4rEJ32__r04	NeurIPS 2024 limit100 v1	unresolved	unresolved	3	Thank you very much for your thoughtful review and accurate summary of its main points. We concur that the strengths listed: theory (proofs and experimental validation) for every part of the RNS model, in addition to testable hypotheses for experimental neuroscience, are the core results of the paper. We would like to clarify a few points regarding weaknesses/limitations of the paper and answer your questions. >...	User-confirmed single-pass standard validation; User confirmed NeurIPS resolved candidate on 2026-04-28. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: keep. Resolution reason: Draft label has sufficient support for review-stage use.	37.981	label=unresolved; bucket=minority_unresolved; disagreement=2; audit_score=23.660	minority_unresolved	23.660	16.605	unresolved	unresolved			partially_fixed	fixed	unresolved	unresolved	fixed		"{""frontier"": ""multi_model"", ""anchor"": ""structured"", ""disagreement_models"": [""issue_ledger"", ""mpnet"", ""tfidf""], ""majority_label"": ""fixed"", ""risk_labels"": [""unresolved""], ""all_labels"": {""structured"": ""fixed"", ""tfidf"": ""partially_fixed"", ""modernbert"": ""fixed"", ""mpnet"": ""unresolved"", ""issue_ledger"": ""unresolved""}}"
5pd78GmXC6__r02	ICLR 2025 expanded80 v1	regressed	regressed	4	> Although the best combination shows performance benefits, its novelty is limited. The only differences between the best model and the existing state-of-the-art (IsoNet) are the interaction stage and non-linearity (which have been proposed in existing studies). Without providing principled rationales (as the first bullet), this could make the contributions appear incremental. Our key contribution is not providing...	"User-confirmed standard expanded80 validation on 2026-04-26; source=user-reviewed expanded80 assistant-adjudication draft; not an independent two-annotator IAA pass. Evidence source: aligned_response_excerpt. Source adjudication note: {""audit_bucket"": ""minority_regressed"", ""evidence_source"": ""aligned_response_excerpt"", ""model_labels"": {""issue_ledger"": ""regressed"", ""modernbert"": ""partially_fixed"", ""mpnet"": ""regressed"", ""structured"": ""partially_fixed"", ""tfidf"": ""partially_fixed""}, ""not_human_validated"": true, ""provenance"": ""provisional_assistant_adjudication_from_expanded80_frontier"", ""suggested_label"": ""regressed""}"	37.810	label=regressed; bucket=minority_regressed; disagreement=1; audit_score=19.270	minority_regressed	19.270	12.700	regressed	regressed			partially_fixed	partially_fixed	regressed	regressed	partially_fixed		"{""frontier"": ""multi_model"", ""anchor"": ""structured"", ""disagreement_models"": [""issue_ledger"", ""mpnet""], ""majority_label"": ""partially_fixed"", ""risk_labels"": [""regressed""], ""all_labels"": {""structured"": ""partially_fixed"", ""tfidf"": ""partially_fixed"", ""modernbert"": ""partially_fixed"", ""mpnet"": ""regressed"", ""issue_ledger"": ""regressed""}}"
FZQYfmsmX9__r03	NeurIPS 2024 limit100 v1	unresolved	unresolved	3	"Thanks for finding our paper well written, and our contributions for experimental design vital. We address your concerns and questions below: > However, it seems some of the take aways discussed in ""Current base LLMs are insufficiently responsive to AI feedback"" (pg. 7) could apply to LHF. Using strong LLMs as a proxy for humans is valid, and when the experiments are looked at from the perspective of the LAIF as..."	User-confirmed single-pass standard validation; User confirmed NeurIPS resolved candidate on 2026-04-28. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: keep. Resolution reason: Draft label has sufficient support for review-stage use.	37.650	label=unresolved; bucket=minority_unresolved; disagreement=2; audit_score=23.550	minority_unresolved	23.550	15.500	unresolved	unresolved			partially_fixed	fixed	unresolved	unresolved	fixed		"{""frontier"": ""multi_model"", ""anchor"": ""structured"", ""disagreement_models"": [""issue_ledger"", ""mpnet"", ""tfidf""], ""majority_label"": ""fixed"", ""risk_labels"": [""unresolved""], ""all_labels"": {""structured"": ""fixed"", ""tfidf"": ""partially_fixed"", ""modernbert"": ""fixed"", ""mpnet"": ""unresolved"", ""issue_ledger"": ""unresolved""}}"
ONfWFluZBI__r01	ICLR 2025 expanded80 v1	unresolved	unresolved	4	We want to thank all reviewers again for their insightful comments which enabled us to substantially improve the paper during the rebuttal phase. **So far, three reviewers already acknowledged our efforts, unanimously positive.** Thank you very much for the positive reception of our work. Given the substantial improvements to the paper during the first iteration and the tight reviewing timeline, **we understand that...	"User-confirmed standard expanded80 validation on 2026-04-26; source=user-reviewed expanded80 assistant-adjudication draft; not an independent two-annotator IAA pass. Evidence source: aligned_response_excerpt. Source adjudication note: {""audit_bucket"": ""minority_unresolved"", ""evidence_source"": ""aligned_response_excerpt"", ""model_labels"": {""issue_ledger"": ""unresolved"", ""modernbert"": ""fixed"", ""mpnet"": ""unresolved"", ""structured"": ""fixed"", ""tfidf"": ""partially_fixed""}, ""not_human_validated"": true, ""provenance"": ""provisional_assistant_adjudication_from_expanded80_frontier"", ""suggested_label"": ""unresolved""}"	37.650	label=unresolved; bucket=minority_unresolved; disagreement=2; audit_score=23.550	minority_unresolved	23.550	15.500	unresolved	unresolved			partially_fixed	fixed	unresolved	unresolved	fixed		"{""frontier"": ""multi_model"", ""anchor"": ""structured"", ""disagreement_models"": [""issue_ledger"", ""mpnet"", ""tfidf""], ""majority_label"": ""fixed"", ""risk_labels"": [""unresolved""], ""all_labels"": {""structured"": ""fixed"", ""tfidf"": ""partially_fixed"", ""modernbert"": ""fixed"", ""mpnet"": ""unresolved"", ""issue_ledger"": ""unresolved""}}"
